title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,country_of_publication,year
WAR HORSE,Michael Morpurgo,9780545403351,0545403359,4.0,,A half-Thoroughbred farm horse is taken from his owner for battle in 1914.,https://www.amazon.com/War-Horse-Movie-Michael-Morpurgo/dp/0545403359?tag=NYTBS-20,,,English-speaking area,2011-11-01
WAR OF THE GREEN LANTERNS: AFTERMATH,Tony Bedard;others,9781401233433,1401233430,2.0,,Can the Green Lantern Corps pick up the pieces from their last struggle?,https://www.amazon.com/War-Green-Lanterns-Aftermath-Lantern/dp/1401233430?tag=NYTBS-20,,,English-speaking area,2012
WAR OF THE SPARK: RAVNICA,Greg Weisman,9781984817457,1984817450,5.0,,"The first book in the Magic: The Gathering: War of the Spark series. Nicol Bolas, the Elder Dragon, attacks the city of Ravnica.",https://www.amazon.com/War-Spark-Ravnica-Magic-Gathering/dp/1984817450?tag=NYTBS-20,,,English-speaking area,2019
WAR ON PEACE,Ronan Farrow,9780393652109,0393652106,3.0,,The Pulitzer Prize-winning journalist chronicles the deterioration of American diplomacy.,https://www.amazon.com/War-Peace-Diplomacy-American-Influence/dp/0393652106?tag=NYTBS-20,,,English-speaking area,2018-04-24
WARCROSS,Marie Lu,9780399547966,0399547967,2.0,,"When a New York bounty hunter's identity is exposed in a game's glitch, she's hired to track down a hacker in Tokyo.",https://www.amazon.com/Warcross-Marie-Lu/dp/0399547967?tag=NYTBS-20,,,English-speaking area,2017-09-12
WARDS OF FAERIE,Terry Brooks,9780345523471,0345523474,3.0,,"In the first book of a new fantasy series, the Dark Legacy of Shannara, Druids, Elves and humans unite to try to capture the Elfstones and rescue the troubled Four Lands.",https://www.amazon.com/Wards-Faerie-Dark-Legacy-Shannara-ebook/dp/B007QPHKDC?tag=NYTBS-20,Ballantine,"Shannara (Imaginary place), Fiction",English-speaking area,2012
WARHEART,Terry Goodkind,,,16.0,,The conclusion of the recent tetraology about Richard Rahl and Kahlan Amnell’s adventures.,http://www.amazon.com/Warheart-Richard-Kahlan-Terry-Goodkind-ebook/dp/B00WR9O8B4?tag=NYTBS-20,Tor/Tom Doherty,,,2015-11-17
WARLIGHT,Michael Ondaatje,,,6.0,,"In Britain after World War II, a pair of teenage siblings are taken under the tutelage of a mysterious man and his cronies who served during the war.",https://www.amazon.com/Warlight-novel-Michael-Ondaatje/dp/0525521194?tag=NYTBS-20,Knopf,,,2018-05-08
WARLORD,Ted Bell,,,9.0,,The counterspy Alex Hawke races to stop a madman from murdering the British royal family.,http://www.amazon.com/Warlord-New-Alex-Hawke-Novel/dp/0061859311?tag=NYTBS-20,Morrow/HarperCollins,,,2010-09-14
WARM BODIES,Isaac Marion,9781476717463,147671746X,5.0,,"In a post-apocalyptic world plagued by the walking dead, a zombie grows close to a teenage girl and takes her under his protection.",https://www.amazon.com/Warm-Bodies-Novel-Isaac-Marion/dp/147671746X?tag=NYTBS-20,,,English-speaking area,2012-12-25
WARRIORS,Erin Hunter,9780061555152,0061555150,5.0,,Four clans of cat warriors aspire to meet up with the StarClan.,https://www.amazon.com/Warriors-Super-Edition-Crookedstars-Promise/dp/0061980978?tag=NYTBS-20,,,English-speaking area,2010-11-23
WARRIORS,Erin Hunter,9780061555152,0061555150,5.0,,Four clans of cat warriors aspire to meet up with the StarClan.,https://www.amazon.com/Warriors-Super-Edition-Crookedstars-Promise/dp/0061980978?tag=NYTBS-20,,,English-speaking area,2014-04-01
WARRIORS,Ted Bell,,,11.0,,The counterspy Alex Hawke must rescue a kidnapped scientist. ,http://www.amazon.com/Warriors-Alex-Hawke-Novel-Novels-ebook/dp/B00DB3A9M2?tag=NYTBS-20,Morrow/HarperCollins,,,2010-11-23
WARRIORS,Ted Bell,,,11.0,,The counterspy Alex Hawke must rescue a kidnapped scientist. ,http://www.amazon.com/Warriors-Alex-Hawke-Novel-Novels-ebook/dp/B00DB3A9M2?tag=NYTBS-20,Morrow/HarperCollins,,,2014-04-01
WARRIORS OF THE STORM,Bernard Cornwell,,,8.0,,"Forces are gathering against Uhtred, the greatest warrior of the kingdoms of Wessex, Mercia and East Anglia; the ninth book of the Saxon Tales.",http://www.amazon.com/Warriors-Storm-Novel-Saxon-Tales-ebook/dp/B00WQZG3O4?tag=NYTBS-20,Harper,,,2016-01-19
WARRIORS: A VISION OF SHADOWS,Erin Hunter,9780062386458,006238645X,5.0,,Peace is threatened among the four Clans of warrior cats.,https://www.amazon.com/Warriors-Vision-Shadows-Shattered-Sky/dp/006238645X?tag=NYTBS-20,,,English-speaking area,2017-04-11
"WARRIORS: BEYOND THE CODE, VOL. 2",Erin Hunter,9780062008374,0062008374,2.0,,This is a manga adaptation of the best selling children’s series about ordinary housecats trying to fulfill extraordinary destinies.,https://www.amazon.com/Warriors-SkyClan-Stranger-Beyond-Code/dp/0062008374?tag=NYTBS-20,,,English-speaking area,2011-11-22
WARRIORS: CLAN IN NEED,Erin Hunter;James Barry,9780061688669,0061688665,1.0,,"Ravenpaw and Barley have lost their farm to a pack of vicious cats. They turn to the Thunderclan for help, but they have their own problems.",https://www.amazon.com/Warriors-Ravenpaws-Path-Clan-Need/dp/0061688665?tag=NYTBS-20,,,English-speaking area,2010-03-23
"WARRIORS: RAVENPAW’S PATH, VOL. 3",Erin Hunter;James Barry,9780061688676,0061688673,1.0,,Ravenpaw’s life on the farm is threatened by some rogue cats seeking shelter.,https://www.amazon.com/Warriors-Ravenpaws-Path-Heart-Warrior/dp/0061688673?tag=NYTBS-20,,,English-speaking area,2010-08-03
WARRIORS: THE BROKEN CODE: LOST STARS,Erin Hunter,9780062823519,0062823515,3.0,,The five warrior clans must survive a bitter leaf-bare season as well as a new threat.,https://www.amazon.com/Warriors-Broken-Code-Lost-Stars/dp/0062823515?tag=NYTBS-20,,,English-speaking area,2019-04-09
WARRIORS: THE BROKEN CODE: THE SILENT THAW,Erin Hunter,9780062823557,0062823558,1.0,,"After losing a life, Bramblestar's spirit haunts StarClan and sparks suspicions about who may have broken the warrior code.",https://www.amazon.com/Warriors-Broken-Code-Silent-Thaw/dp/0062823558?tag=NYTBS-20,,,English-speaking area,2019-10-29
WASHINGTON'S SPIES,Alexander Rose,9780307418708,0307418707,1.0,,The spy ring that helped America win the Revolutionary War.,https://www.amazon.com/Washingtons-Spies-Story-Americas-First/dp/055339259X?tag=NYTBS-20,,,English-speaking area,2007-12-18
WASHINGTON’S CROSSING,David Hackett Fischer,9780199756674,,2.0,,"A historian’s account of the crucial Revolutionary battles at Trenton and Princeton, beginning on Christmas night in 1776.",https://www.amazon.com/Washingtons-Crossing-Pivotal-Moments-American-ebook/dp/B000SEOQOE?tag=NYTBS-20,,,English-speaking area,2006-02-01
WATCH ME DISAPPEAR,Janelle Brown,,,13.0,,"When a Berkeley woman vanishes after a hiking trip, her husband and daughter discover disturbing secrets.",https://www.amazon.com/Watch-Me-Disappear-Janelle-Brown/dp/0812989465?tag=NYTBS-20,Spiegel & Grau,,,2017-07-11
WATCHMEN,Alan Moore,9781779501127,1779501129,5.0,,The 2019 edition of this 1986 title. An unknown assassin goes after a group of disgraced superheroes.,https://www.amazon.com/Watchmen-2019-Alan-Moore/dp/1779501129?tag=NYTBS-20,,,English-speaking area,2019-05-20
WATCHMEN,Alan Moore,9781779501127,1779501129,5.0,,The 2019 edition of this 1986 title. An unknown assassin goes after a group of disgraced superheroes.,https://www.amazon.com/Watchmen-2019-Alan-Moore/dp/1779501129?tag=NYTBS-20,,,English-speaking area,1987
WATCHMEN,Alan Moore;Dave Gibbons,9780930289232,0930289234,3.0,,This epic tale from 1986 signaled a new maturity in comic books.,https://www.amazon.com/Watchmen-Alan-Moore/dp/0930289234?tag=NYTBS-20,,"Graphic Novels, Comics & Graphic Novels, Fiction, Graphic Novels - General, Comics & Graphic Novels / Graphic Novels / General, Fantastic fiction",English-speaking area,2019-05-20
WATCHMEN,Alan Moore;Dave Gibbons,9780930289232,0930289234,3.0,,This epic tale from 1986 signaled a new maturity in comic books.,https://www.amazon.com/Watchmen-Alan-Moore/dp/0930289234?tag=NYTBS-20,,"Graphic Novels, Comics & Graphic Novels, Fiction, Graphic Novels - General, Comics & Graphic Novels / Graphic Novels / General, Fantastic fiction",English-speaking area,1987
WATCHMEN: THE DELUXE EDITION,Alan Moore Dave Gibbons,9781401238964,1401238963,2.0,,"The latest collected edition of this epic tale from 1986, which signaled a new maturity in comic books, contains sketches, bonus material and a new introduction by Mr. Gibbons.",https://www.amazon.com/Watchmen-Deluxe-Edition-Alan-Moore/dp/1401238963?tag=NYTBS-20,,"Superheroes, Crimes against, Comic books, strips",English-speaking area,2013-06-04
WATER BOUND,Christine Feehan,9780515148244,0515148245,2.0,,A diver rescues a drowning man who has no memory of who he is or why he has the instincts of a trained killer.,https://www.amazon.com/Water-Bound-Sea-Haven-Novel/dp/0515148245?tag=NYTBS-20,,Romance,English-speaking area,2010-07-27
WATER FOR ELEPHANTS,Sara Gruen,9781565125605,1565125606,2.0,,A young man — and an elephant — save a Depression-era circus.,https://www.amazon.com/Water-Elephants-Sara-Gruen/dp/1616200715?tag=NYTBS-20,,"Literary, Fiction / Literary, Romance - Historical, Fiction, Fiction - General",English-speaking area,2007-01-01
WAY OF THE KNIFE,Mark Mazzetti,9781594204807,1594204802,5.0,,The Times’s national security correspondent describes how the lines between the C.I.A. and the American military have been blurred.,https://www.amazon.com/The-Way-Knife-Secret-Earth/dp/1594204802?tag=NYTBS-20,,,English-speaking area,
WAYFARER,Alexandra Bracken,9781484715765,1484715764,1.0,,"A startling revelation alters Etta's course, as Nicholas discovers a formidable ancient power in the conclusion to the Passenger series.",https://www.amazon.com/Wayfarer-Passenger-Alexandra-Bracken/dp/1484715764?tag=NYTBS-20,,"Science fiction, Juvenile fiction, Time travel",English-speaking area,2017-01-03
WAYFARING STRANGER,James Lee Burke,,,9.0,,"A man’s life is traced over decades, starting with his encounter, at age 16, with Bonnie and Clyde.",http://www.amazon.com/Wayfaring-Stranger-James-Lee-Burke-ebook/dp/B00HB62NII?tag=NYTBS-20,Simon & Schuster,,,2021-07-13
WAYWARD SON,Rainbow Rowell,9781250146076,1250146070,1.0,,"Simon, Penny and Baz head to America where they find trouble.",https://www.amazon.com/Wayward-Simon-Snow-Rainbow-Rowell/dp/1250146070?tag=NYTBS-20,,,English-speaking area,2019-09-24
WE ALL LOOKED UP,Tommy Wallach,9781481418775,1481418777,4.0,,An asteroid disrupts the lives of a group of high school seniors.,https://www.amazon.com/We-All-Looked-Tommy-Wallach/dp/1481418777?tag=NYTBS-20,,"Life change events, Meteors, Meaning (Philosophy), Self-realization, Friendship, Juvenile fiction, Fiction, Science fiction, Natural disasters, High schools, Schools, High school seniors",English-speaking area,2015-03-24
WE ARE DISPLACED,Malala Yousafzai;Liz Welch,9780316523646,031652364X,5.0,,A collection of oral histories from displaced women and girls around the world.,https://www.amazon.com/We-Are-Displaced-Journey-Stories/dp/031652364X?tag=NYTBS-20,,,English-speaking area,2019-01-08
WE ARE IN A BOOK!,Mo Willems,9781423133087,1423133080,5.0,,"Gerald and Piggie return to the page, and ponder their existence there.",https://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBS-20,,,English-speaking area,2010-09-14
WE ARE NOT OURSELVES,Matthew Thomas,,,6.0,,"Three generations of a New York Irish-American family wrestle with economic and domestic aspirations and, finally, with a terrible disease. ",http://www.amazon.com/We-Are-Not-Ourselves-Novel/dp/147675666X?tag=NYTBS-20,Simon & Schuster,,,2014
WE ARE THE GARDENERS,Joanna Gaines;Kids,9781400314225,1400314224,1.0,,The Gaines children start a garden and learn life lessons.,https://www.amazon.com/We-Are-Gardeners-Joanna-Gaines/dp/1400314224?tag=NYTBS-20,,,English-speaking area,2019-03-26
WE ARE WATER,Wally Lamb,9780061941023,0061941026,4.0,,"About to marry the woman who is her gallery owner, a divorced artist and mother must confront secrets from her past.",https://www.amazon.com/We-Are-Water-A-Novel/dp/0061941026?tag=NYTBS-20,Harper,,English-speaking area,2013-10-22
WE DON'T EAT OUR CLASSMATES!,Ryan T. Higgins,9781368003551,1368003559,1.0,,Penelope Rex must control her urge to eat the children in her class.,https://www.amazon.com/We-Dont-Eat-Our-Classmates/dp/1368003559?tag=NYTBS-20,,"Humorous stories, Tyrannosaurus rex, Juvenile fiction, Fiction, Dinosaurs, First day of school, Schools, Picture books for children",English-speaking area,2018-06-19
WE FIRST,Simon Mainwaring,9780230110267,0230110266,4.0,,How brands and consumers use social media to build a better world.,https://www.amazon.com/We-First-Brands-Consumers-Social/dp/0230110266?tag=NYTBS-20,,"Social media, Internet marketing, Social responsibility of business, Branding (Marketing), Economic aspects, Capitalism",English-speaking area,2011-06-07
WE FOUND A HAT,Jon Klassen,9780763656003,0763656003,1.0,,"Two turtles, but only one hat.",https://www.amazon.com/We-Found-Hat-Jon-Klassen/dp/0763656003?tag=NYTBS-20,,,English-speaking area,2016-10-11
WE HUNT THE FLAME,Hafsah Faizal,9780374311544,0374311544,5.0,,Zafira embarks on a quest to find an artifact that can restore magic to the land of Arawiya.,https://www.amazon.com/We-Hunt-Flame-Sands-Arawiya/dp/0374311544?tag=NYTBS-20,,,English-speaking area,
WE SHOULD ALL BE FEMINISTS,Chimamanda Ngozi Adichie,9781101911761,110191176X,5.0,,The adapted text of the much-watched TED talk.,https://www.amazon.com/We-Should-All-Be-Feminists/dp/110191176X?tag=NYTBS-20,,"SOCIAL SCIENCE, Nigerian Authors, Gender Studies, Sex differences (Psychology), Biography, POLITICAL SCIENCE, Feminists, Social conditions, Essays, Feminism & Feminist Theory, Feminism, Women",English-speaking area,2015-02-03
WE TWO,Gillian Gill,9780345514929,0345514920,5.0,,An account of Queen Victoria’s marriage to Prince Albert; first published in 2009.,https://www.amazon.com/We-Two-Victoria-Albert-Partners-ebook/dp/B0029WRHFS?tag=NYTBS-20,,,English-speaking area,2009-05-19
WE WERE EIGHT YEARS IN POWER,Ta-Nehisi Coates,9780399590566,0399590560,2.0,,"A series of essays that cover each year of the Obama administration, the writer's own journey and the echoes of American history in modern times.",https://www.amazon.com/We-Were-Eight-Years-Power/dp/0399590560?tag=NYTBS-20,,,English-speaking area,2017-10-03
WE WERE LIARS,E. Lockhart,9780375984402,0375984402,5.0,,Four friends decamp to a private island off Martha's Vineyard.,https://www.amazon.com/We-Were-Liars-E-Lockhart-ebook/dp/B00FPOSDGY?tag=NYTBS-20,,,English-speaking area,2014-05-13
WE WERE THERE,Allen Childs,9781628735680,,5.0,,"Revelations from the Dallas doctors who attended to John F. Kennedy on Nov. 22, 1963.",https://www.amazon.com/We-Were-There-Revelations-Attended-ebook/dp/B00E258JTS?tag=NYTBS-20,,"Dallas (tex.), history, Kennedy, john f. (john fitzgerald), 1917-1963, assassination, Oswald, lee harvey, 1939-1963, Physicians, biography, Kennedy, john f. (john fitzgerald), 1917-1963",English-speaking area,2013-11-01
WE'LL ALWAYS HAVE SUMMER,Jenny Han,9781416995586,1416995587,3.0,,A young woman is torn between two brothers.,https://www.amazon.com/Well-Always-Summer-Turned-Pretty/dp/1416995587?tag=NYTBS-20,,"Interpersonal relations, Love, Brothers, Vacation homes, Beaches, Fiction",English-speaking area,2011-04-26
WE'RE ALL WONDERS,R. J. Palacio,9781524766498,1524766496,1.0,,"The protagonist from the novel ""Wonder"" stars in his own picture book.",https://www.amazon.com/Were-All-Wonders-R-Palacio/dp/1524766496?tag=NYTBS-20,,"Human Abnormalities, Picture books, Self-acceptance, Juvenile fiction, Teasing, Dogs, Fiction",English-speaking area,2017-03-28
WE3: DELUXE EDITION,Grant Morrison;Frank Quitely,9781401230678,1401230679,1.0,,"This tale, about household pets that are turned into lethal weapons, receives a deluxe edition with extra story pages, commentary and character designs.",https://www.amazon.com/We3-Deluxe-Edition-Grant-Morrison/dp/1401230679?tag=NYTBS-20,,"Cyborgs, Cats, Rabbits, Dogs, Comic books, strips",English-speaking area,2011
WEALTH CAN'T WAIT,David Osborn;Paul Morris,9781626344198,1626344191,4.0,,,https://www.amazon.com/Wealth-Cant-Wait-Implement-Business/dp/1626344191?tag=NYTBS-20,,"Wealth, Personal Finance, Investments, Psychological aspects",English-speaking area,2017
WEAPONS OF MATH DESTRUCTION,Cathy O'Neil,9780553418811,0553418815,5.0,,How decisions that impact our lives are made by algorithms instead of people.,https://www.amazon.com/Weapons-Math-Destruction-Increases-Inequality/dp/0553418815?tag=NYTBS-20,,,English-speaking area,2016
WEDDING CAKE MURDER,Joanne Fluke,,,7.0,,"The Lake Eden, Minn., baker Hannah Swensen is about to get married, but first she must solve the murder of a visiting celebrity chef. Recipes included.",http://www.amazon.com/Wedding-Cake-Murder-Hannah-Swensen-ebook/dp/B00Y6RB46W?tag=NYTBS-20,Kensington,,,2016-03-01
WEDDING NIGHT,Sophie Kinsella,,,6.0,,A woman tries to break up her sister’s impulsive marriage.,http://www.amazon.com/Wedding-Night-Novel-Sophie-Kinsella-ebook/dp/B009MYARIK?tag=NYTBS-20,Dial,,,2013-04-25
WEDNESDAY COMICS,,9781401227470,1401227473,3.0,,The oversized newspaper anthology series featuring some of the industry''s most popular talents gets a first-class facelift.,https://www.amazon.com/Wednesday-Comics-Neil-Gaiman/dp/1401227473?tag=NYTBS-20,,,English-speaking area,2010
WEEKLY COACHING CONVERSATION,Brian Souza,9780984762514,0984762515,5.0,,A strategy to help your team members reach their potential.,https://www.amazon.com/The-Weekly-Coaching-Conversation-Business/dp/0984762515?tag=NYTBS-20,,,English-speaking area,2012
WEEKNIGHTS WITH GIADA,Giada De Laurentiis,9780307451026,030745102X,1.0,,The Food Network star offers recipes that can be prepared quickly after a full day.,https://www.amazon.com/Weeknights-Giada-Simple-Recipes-Revamp/dp/030745102X?tag=NYTBS-20,,Cooking,English-speaking area,2012-03-27
