author,birth_date,birth_place,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Kira Breed-Wrisley,,,,,,,FALSE,
Renée Ahdieh,,,,,,,TRUE,
Cinda Williams Chima,,,,,,,FALSE,
Joshua Zeitz,,,,,,,FALSE,
Daniel Burrus,,,,,,,TRUE,
John David Mann,,,,,,,FALSE,
Ethan Van Sciver,,,,,,,TRUE,
Francis Manapul,,,,,,,FALSE,
Andy Kubert,,,,,,,FALSE,
Lara Spencer,,,,,,,TRUE,
Barbara Kingsolver,08/04/1955,,,,,,TRUE,
Shuzo Oshimi,,,,,,,FALSE,
Keith O'Brien,,,,,,,FALSE,
Daniel Goleman,07/03/1946,,,,,,TRUE,
Holly Black,10/11/1971,,,Children's_literature; Fantasy; Horror_fiction; Short_stories; Young_adult_literature,,,TRUE,
Mehmet Oz,11/06/1960,,,,,,TRUE,
Ted Spiker,,,,,,,FALSE,
Melissa Hartwig,,,,,,,FALSE,
Yuto Tsukuda,,,,,,,FALSE,
Shun Saeki,,,,,,,FALSE,
Yuki Morisaki,29/12/1979,,,,,,TRUE,
Oprah Winfrey,,,,,,,TRUE,
Ntozake Shange,18/10/1948,,27/10/2018,,,,TRUE,
Bud Selig,30/07/1934,,,,,,TRUE,
Phil Rogers,24/04/1971,,,,,,TRUE,
Jen Hatmaker,,,,,,,TRUE,
Les Gold,20/06/1950,,,,,,TRUE,
Christopher Emdin,,,,,,,FALSE,
Abbi Glines,16/04/1977,,,New-adult_fiction,,,TRUE,
Sara Wolf,,,,,,,FALSE,
Pintip Dunn,,,,,,,FALSE,
Chiquis Rivera,26/06/1985,,,,,,TRUE,
edited  Gene Stone,,,,,,,FALSE,
James Wesley Rawles,,,,,,,TRUE,
Cokie Roberts,,,,,,,FALSE,
JS Cooper,,,,,,,FALSE,
Mark Schultz,,,,,,,TRUE,
David Thomas,,,,,,,TRUE,
Terry Francona,22/04/1959,,,,,,TRUE,
Dan Shaughnessy,20/07/1953,,,,,,TRUE,
Jon Scieszka,08/09/1954,,,,,,TRUE,
Aaron Franklin,,,,,,,FALSE,
Jordan Mackay,,,,,,,FALSE,
David Yoon,,,,,,,FALSE,
Steven D Levitt,,,,,,,FALSE,
Stephen J Dubner,,,,,,,FALSE,
Sam Harris,,,,,,,TRUE,
Carl Paoli,,,,,,,TRUE,
Anthony Sherbondy,,,,,,,FALSE,
Jonathan Franzen,17/08/1959,,,Literary_fiction,,,TRUE,
Emma Donoghue,24/10/1969,,,,,,TRUE,
Sandra Boynton,03/04/1953,,,,,,TRUE,
Jay Kopelman,,,,,,,FALSE,
Bob Deen,,,,,,,FALSE,
Howard Schultz,19/07/1953,,,,,,TRUE,
Joanne Gordon,,,,,,,FALSE,
Shania Twain,,,,,,,TRUE,
Kelly Yang,,,,,,,FALSE,
RH Disney,,,,,,,FALSE,
David Cone,02/01/1963,,,,,,TRUE,
Jack Curry,25/11/1964,,,,,,TRUE,
Hiromu Arakawa,,,,,,,TRUE,
Timothy P Shriver,,,,,,,FALSE,
Nick Horn,,,,,,,FALSE,
Jenny Lawson,,,,,,,FALSE,
Claire Legrand,,,,Young_adult_fiction,,,TRUE,
Al Gore,31/03/1948,,,,,,TRUE,
Marc Goodman,,,,,,,FALSE,
Louise Erdrich,07/06/1954,,,Native_American_Studies,,,TRUE,
Elizabeth Briggs,,,,,,,FALSE,
Richard Harries,,,,,,,FALSE,
Anna Rosling Rönnlund,,,,,,,FALSE,
Hans RoslingAnna Rosling RönnlundOla Rosling,,,,,,,FALSE,
Ray Bradbury,,,,,,,TRUE,
Tim Robbins,,,,,,,TRUE,
Susan Ericksen,,,,,,,FALSE,
J. D. Robb,,,,,,,FALSE,
J.K. Rowling,,,,,,,FALSE,
Becca Battoe,,,,,,,FALSE,
Omid ScobieCarolyn Durand,,,,,,,FALSE,
Deborah Schecter,,,,,,,FALSE,
by Scholastic Teacher Resources,,,,,,,FALSE,
Scholastic,,,,,,,FALSE,
Ken Forkish,,,,,,,TRUE,
Mark Edwards,15/09/1963,,,,,,TRUE,
Lysa TerKeurst,21/07/1969,,,,,,TRUE,
Gene Stone,16/01/1944,,01/03/2009,,,,TRUE,
Del Sroufe,,,,,,,FALSE,
Lorelei King,,,,,,,FALSE,
Isaac Asimov,,,,,,,TRUE,
William Hope,,,08/03/1933,,,,TRUE,
by Mary Shelley,,,,,,,FALSE,
by Snoop Dogg,,,,,,,FALSE,
Ryan Ford,03/09/1978,,,,,,TRUE,
Melissa Lagonegro,,,,,,,FALSE,
Heather Land,,,,,,,FALSE,
Gabrielle Giffords,,,,,,,FALSE,
Mark Kelly,09/04/1961,,,Art_rock; Neo-progressive_rock; Pop_rock,,,TRUE,
Jeffrey Zaslow,06/10/1958,,10/02/2012,,,,TRUE,
Ally Carter,,,,,,,FALSE,
Rufus Butler Seder,,,,,,,FALSE,
Christopher Andersen,26/05/1949,,,Biography; Journalism,,,TRUE,
Kohske,,,,,,,FALSE,
Eric Foner,07/02/1943,,,,,,TRUE,
Ken Denmead,,,,,,,FALSE,
Vikram Chandra,23/07/1961,,,,,,TRUE,
Pittacus Lore,,,,,,,FALSE,
Jack Weatherford,,,,,,,TRUE,
Jack E Levin,,,,,,,FALSE,
Dar Conley,,,,,,,FALSE,
Joel Rose,,,,,,,FALSE,
Alé Garza,,,,,,,FALSE,
Marc Ostrofsky,28/10/1961,,,Nonfiction,,,TRUE,
Laurence J Kotlikoff,,,,,,,FALSE,
Philip Moeller,,,,,,,TRUE,
Paul Solman,09/09/1944,,,,,,TRUE,
Stuart Diamond,,,,,,,TRUE,
Terry McMillan,18/10/1951,,,,,,TRUE,
Allen C Guelzo,,,,,,,FALSE,
Jill Leovy,,,,,,,FALSE,
Martin Pistorius,31/12/1975,ZA,,,,,TRUE,
Megan Lloyd Davies,,,,,,,FALSE,
Yu Kinutani,,,,,,,FALSE,
Rosie Walsh,,,,,,,FALSE,
Roger Hobbs,10/06/1988,,14/11/2016,,,,TRUE,
Sarah Rees Brennan,,,,Young_adult_fiction,,,TRUE,
Maureen Johnson,16/02/1973,,,Mystery_fiction; Young_adult_literature,,,TRUE,
Kelly Link,19/07/1969,,,Fantasy_literature; Horror_fiction; Magical_realism,,,TRUE,
Robin Wasserman,,,,,,,FALSE,
Brad Taylor,14/03/1997,,,,,,TRUE,
Duncan Barrett,01/01/1983,,,,,,TRUE,
Nuala Calvi,,,,,,,FALSE,
Giada De Laurentiis,22/08/1970,,,,,,TRUE,
Morinaga Milk,,,,,,,FALSE,
Kim Gordon,,,,,,,FALSE,
Kathleen Glasgow,,,,,,,FALSE,
Zoe Sugg,28/03/1990,,,,,,TRUE,
Rachel Hollis,09/01/1983,,,,,,TRUE,
Peggy Orenstein,22/11/1961,,,Non-fiction,,,TRUE,
Adam Grant,13/08/1981,,,Organizational_psychology,,,TRUE,
Bill O'Reilly,20/12/1905,,06/10/1992,,,,TRUE,
Lois Lowry,20/03/1937,,,Fantasy,,,TRUE,
Laura Arrillaga-Andreessen,,,,,,,TRUE,
Kelly Corrigan,16/08/1967,,,Memoir,,,TRUE,
Kathleen Grissom,,,,,,,FALSE,
Lin-Manuel Miranda,16/01/1980,,,,,,TRUE,
Harper Lee,28/04/1926,,19/02/2016,,,,TRUE,
Christopher Hitchens,13/04/1949,,15/12/2011,,http://dbpedia.org/resource/Gad_Saad; http://dbpedia.org/resource/James_Fenton; http://dbpedia.org/resource/Martin_Amis; http://dbpedia.org/resource/Richard_Dawkins; http://dbpedia.org/resource/Sam_Harris,,TRUE,
Christiane Northrup,,,,,,,TRUE,
Max Borenstein,,,,,,,FALSE,
Greg Borenstein,,,,,,,FALSE,
Eric Battle,,,,,,,FALSE,
Lawrence Wright,1888-02-15,,19/05/1964,Traditional_pop_music,,,TRUE,
Jase Robertson,16/08/1969,,,,,,TRUE,
the editors of Garden,,,,,,,FALSE,
Gun Magazine,,,,,,,FALSE,
Theresa Caputo,10/06/1967,,,,,,TRUE,
Kristina Grish,,,,,,,FALSE,
Elena Favilli,03/08/1982,,,,,,TRUE,
Francesca Cavallo,,,,,,,FALSE,
Charles G Koch,,,,,,,FALSE,
Christie Aschwanden,,,,,,,TRUE,
Rebecca Stead,,,,,,,FALSE,
Inio Asano,,,,,,,TRUE,
Margaret Wise Brown,23/05/1910,,13/11/1952,Children's_literature,,,TRUE,
the editors of Goop,,,,,,,FALSE,
Edited  R L Stine,,,,,,,FALSE,
Grace Helbig,27/09/1985,,,,,,TRUE,
Gabrielle Douglas,31/12/1995,,,,,,TRUE,
Lane Smith,29/04/1936,,13/06/2005,,,,TRUE,
Gary Sinise,17/03/1955,,,,,,TRUE,
Marcus Brotherton,,,,,,,FALSE,
Oliver Sacks,09/07/1933,,30/08/2015,,,,TRUE,
Alex Hirsch,18/06/1985,,,,,,TRUE,
various illustrators,,,,,,,FALSE,
Jim Collins,07/11/1923,,27/03/1996,,,,TRUE,
Morten T Hansen,,,,,,,FALSE,
David Stockman,10/11/1946,,,,,,TRUE,
David Sturt,,,,,,,FALSE,
Steven Furtick,19/02/1980,,,,,,TRUE,
Tony Bedard,,,,,,,FALSE,
Fernando Pasarin,,,,,,,FALSE,
Tyler Kirkham,,,,,,,FALSE,
Kate Milford,,,,,,,FALSE,
Joe Brusha,,,,,,,FALSE,
Ralph Tedesco,,,,,,,FALSE,
Angela Duckworth,,,,,,,TRUE,
Tim McGraw,,,,Country_music,,,TRUE,
Amely Greeven,,,,,,,FALSE,
Bob Rosen,,,,,,,FALSE,
Joe Mechlinski,,,,,,,FALSE,
Grumpy Cat staff,,,,,,,FALSE,
Mary Roach,20/03/1959,,,Humor; Popular_science,,,TRUE,
Tohru Fujisawa,,,,,,,FALSE,
Mohamedou Ould Slahi,,,,,,,TRUE,
Steve Martini,,,,,,,TRUE,
Kathryn Lasky,,,,,,,FALSE,
Sara Pichelli,,,,,,,FALSE,
Dan Abnett,,,,,,,TRUE,
Andy Lanning,,,,,,,FALSE,
Joseph Finder,06/10/1958,,,Crime_fiction; Psychological_thriller,,,TRUE,
David Ellis,22/06/1918,,30/06/1978,,,,TRUE,
edited  Craig Glenday,,,,,,,FALSE,
Nick Offerman,26/06/1970,,,,,,TRUE,
Tim Gunn,29/07/1953,,,,,,TRUE,
Ada Calhoun,17/03/1976,,,,,,TRUE,
Jeff Pearlman,,,,,,,FALSE,
Yu Aida,08/11/1977,,,,,,TRUE,
Keith Richards,,,,,,,TRUE,
Barna Harris,,,,,,,FALSE,
Bill Shapiro,,,,,,,FALSE,
Richard Chizmar,,,,,,,TRUE,
Peter A. Lillback,31/05/1952,,,,,,TRUE,
Jennie Allen,,,,,,,FALSE,
Laurence J. Kotlikoff,30/01/1951,,,,,,TRUE,
David Allen,29/10/1935,,24/05/2014,,,,TRUE,
Giles AndreaeGuy Parker-Rees,,,,,,,FALSE,
Giles Andreae,16/03/1966,,,,,,TRUE,
Avery Bishop,,,,,,,TRUE,
Kate Moretti,,,,,,,FALSE,
Adam Mansbach,01/07/1976,,,,,,TRUE,
Lisa Tawn BergrenLaura J. Bryant,,,,,,,FALSE,
Kirby Heyborne,08/10/1976,,,,,,TRUE,
Pretty Simple Press,,,,,,,FALSE,
by Pretty Simple Press,,,,,,,FALSE,
Alice Schertle,,,,,,,FALSE,
Martin Jarvis,04/08/1941,,,,,,TRUE,
Rebecca Front,16/05/1964,,,,,,TRUE,
Michael Sheen,05/02/1969,,,,,,TRUE,
David Tennant,18/04/1971,,,,,,TRUE,
Katherine Kingsley,,,,,,,FALSE,
Arthur Darvill,17/06/1982,,,,,,TRUE,
Peter Forbes,1850-11-23,,01/03/1923,,,,TRUE,
Gabrielle Glaister,27/07/1960,,,,,,TRUE,
Louis Davison,,,,,,,FALSE,
Pixie Davies,09/12/2006,,,,,,TRUE,
Chris Nelson,03/09/1985,,,,,,TRUE,
Ferdinand Frisby Williams,,,,,,,FALSE,
Adjoa Andoh,14/01/1963,,,,,,TRUE,
Allan Corduner,02/04/1950,,,,,,TRUE,
Kobna Holdbrook-Smith,23/08/1977,,,,,,TRUE,
Josh Hopkins,12/09/1970,,,,,,TRUE,
15 more,,,,,,,FALSE,
Neil GaimanTerry Pratchett,,,,,,,FALSE,
Thaneeya McArdle,,,,,,,FALSE,
Vex King,,,,,,,FALSE,
Susan Walter,,,,,,,FALSE,
Kimberly Woods,,,,,,,FALSE,
Suzanne Elise Freeman,,,,,,,FALSE,
James Anderson Foster,,,,,,,FALSE,
Selah Victor,,,,,,,FALSE,
Jack Turner,05/06/1939,,05/05/2013,,,,TRUE,
Seth Podowitz,,,,,,,FALSE,
5 more,,,,,,,FALSE,
Sherri Duskey RinkerTom Lichtenheld,,,,,,,FALSE,
David Perlmutter MD,,,,,,,FALSE,
Alex HirschRob Renzetti,,,,,,,FALSE,
Dr.Seuss,,,,,,,FALSE,
Paige Vanderbeck,,,,,,,FALSE,
Jodie Hollie-Anne,,,,,,,FALSE,
Matthew McConaughey,,,,,,,TRUE,
Suzanne Lang,,,,,,,TRUE,
Sam McBratney,01/03/1943,,18/09/2020,,,,TRUE,
Guinness World Records,,,,,,,TRUE,
Helen Macdonald,,,,,,,FALSE,
Craig Thompson,01/08/1956,US,,,,,TRUE,
Donna Brazile,,,,,,,TRUE,
Megan Miller,,,,,,,FALSE,
Yomi Hirasaka,,,,Light_novel,,,TRUE,
Itachi,,,,,,,FALSE,
Haruichi Furudate,,,,,,,TRUE,
Tieghan Gerard,,,,,,,FALSE,
Jeannette Walls,21/04/1960,,,,,,TRUE,
Nicholas D Kristof,,,,,,,FALSE,
Sheryl WuDunn,16/11/1959,,,,,,TRUE,
Anne Lamott,10/04/1954,,,Drama; Humor; Literary_fiction; Reviews,,,TRUE,
Alexandra Adornetto,,,,Children's_novels; Fantasy; Young_adult_novels,,,TRUE,
Greg Bear,20/08/1951,,19/11/2022,Speculative_fiction,,,TRUE,
Eric Nguyen,,,,,,,FALSE,
Ben Katchor,,,,,,,FALSE,
Ali Wentworth,12/01/1965,,,,,,TRUE,
Phil Robertson,24/04/1946,,,,,,TRUE,
Hillary Rodham Clinton,,,,,,,TRUE,
Meredith Wild,,,,,,,FALSE,
Jose A Rodriguez Jr,,,,,,,FALSE,
Bill Harlow,05/12/1943,,,,,,TRUE,
Kate Beaton,,,,,,,FALSE,
Paul Chadwick,,,,,,,TRUE,
Jimmy Palmiotti,,,,,,,TRUE,
Chad Hardin,,,,,,,FALSE,
JK Rowling,,,,,,,FALSE,
Brian Sibley,14/07/1949,,,,,,TRUE,
Bob McCabe,,,,,,,FALSE,
Izabella Wentz,,,,,,,FALSE,
Marta Nowosadzka,,,,,,,FALSE,
Joshua Williamson,,,,,,,FALSE,
Jorge Coelho,17/07/1954,,07/04/2021,,,,TRUE,
Jill Alexander Essbaum,,,,,,,TRUE,
David Aja,,,,,,,TRUE,
Annie Wu,,,,,,,TRUE,
Javier Pulido,,,,,,,FALSE,
Dave Asprey,30/10/1972,,,,,,TRUE,
Jacob Tomsky,,,,,,,FALSE,
Kate McKinnon,06/01/1984,,,,,,TRUE,
Emily Lynne,,,,,,,FALSE,
John E Sarno,,,,,,,FALSE,
Jonathan Gruber,,,,,,,FALSE,
Nick Seluk,,,,,,,FALSE,
Kathy E Magliato,,,,,,,FALSE,
Anthony K Tjan,,,,,,,FALSE,
Richard J Harrington,,,,,,,FALSE,
Tsun-Yan Hsieh,,,,,,,FALSE,
Todd Burpo,,,,,,,FALSE,
Lynn Vincent,,,,,,,TRUE,
Todd,,,,,,,TRUE,
Sonja Burpo,,,,,,,FALSE,
Duncan Fegredo,,,,,,,FALSE,
Sophie Blackall,,,,,,,FALSE,
Erin Entrada Kelly,,,,,,,TRUE,
Kohta Hirano,,,,,,,FALSE,
Robert Leckie,1846-10-19,,,,,,TRUE,
Paul Tough,,,,,,,TRUE,
Michael Schulman,,,,,,,TRUE,
Audrey Niffenegger,13/06/1963,,,,,,TRUE,
Richard McGuire,,,,,,,TRUE,
Michael Moore,24/03/1981,,,,,,TRUE,
Catherine Anderson,,,,,,,TRUE,
Ayaan Hirsi Ali,13/11/1969,,,,,,TRUE,
Oliver North,07/10/1943,,,,,,TRUE,
Hidekaz Himaruya,,,,,,,FALSE,
Paul McCartney,18/06/1942,,,,,,TRUE,
Margot Lee Shetterly,30/06/1969,,,,,,TRUE,
Ichiei Ishibumi,25/04/1981,,,,,,TRUE,
Hiroji Mishima,,,,,,,FALSE,
Zero Miyama,,,,,,,FALSE,
Daisuke Sato,20/09/1994,,,,,,TRUE,
Shouji Sato,,,,,,,FALSE,
Tyler Perry,13/09/1969,,,,,,TRUE,
Tucker Max,27/09/1975,,,,,,TRUE,
JD Vance,,,,,,,FALSE,
Justin Timberlake,31/01/1981,,,,,,TRUE,
Thomas McKenney,,,,,,,FALSE,
James Hall,,,,,,,TRUE,
Satya Nadella,,,,,,,FALSE,
Greg Shaw,21/03/1957,,,,,,TRUE,
Jill Tracie Nichols,,,,,,,FALSE,
Kendall Ryan,,,,,,,TRUE,
Rochus Misch,,,,,,,TRUE,
Tommy Mottola,,,,,,,FALSE,
Cal Fussman,,,,,,,TRUE,
AW Jantha,,,,,,,FALSE,
Sally Mann,01/05/1951,,,,,,TRUE,
Ransom Riggs,03/02/1979,,,Children's_literature,,,TRUE,
Cassandra Jean,05/10/1985,,,,,,TRUE,
Alessandra Torre,,,,,,,TRUE,
David Duchovny,,,,Pop_music; Rock_music,,,TRUE,
Ellen DeGeneres,,,,,,,TRUE,
Marilynne Robinson,26/11/1943,,,,,,TRUE,
Trisha Yearwood,,,,,,,TRUE,
Gwen Yearwood,,,,,,,FALSE,
Beth Yearwood Bernard,,,,,,,FALSE,
Elizabeth Berg,02/12/1948,,,,,,TRUE,
Julie Andrews,01/10/1935,,,,,,TRUE,
Emma Walton Hamilton,27/11/1962,,,,,,TRUE,
Joanna Gaines,,,,,,,FALSE,
Yaa Gyasi,,,,,,,TRUE,
E L Doctorow,,,,,,,FALSE,
Heidi Schulz,,,,,,,FALSE,
Amanda Berry,20/08/1961,,,,,,TRUE,
Gina DeJesus,,,,,,,FALSE,
Mary Jordan,10/11/1960,,,,,,TRUE,
Kevin Sullivan,,,,,,,TRUE,
Joe Hill,,,,,,,TRUE,
Doug Stanton,,,,,,,TRUE,
Danica McKellar,03/01/1975,,,,,,TRUE,
Jamie Ford,09/07/1968,,,,,,TRUE,
Cal Ripken Jr,,,,,,,FALSE,
Kevin Cowherd,,,,,,,FALSE,
Woody Guthrie,14/07/1912,,03/10/1967,,,,TRUE,
Lenny Dykstra,10/02/1963,,,,,,TRUE,
PC Cast,,,,,,,FALSE,
Kristin Cast,,,,,,,FALSE,
Chris Columbus,10/09/1958,,,,,,TRUE,
Ned Vizzini,04/04/1981,,19/12/2013,Young_adult_fiction,,,TRUE,
Daniel Silva,,,,,,,TRUE,
Craig Unger,25/03/1949,,,,,,TRUE,
Eric Schmidt,27/04/1955,,,,,,TRUE,
Jonathan Rosenberg,,,,,,,TRUE,
Regis Philbin,25/08/1931,,25/07/2020,,,,TRUE,
Jordan Ellenberg,30/10/1971,US,,,,,TRUE,
Michael Greger,25/10/1972,,,,,,TRUE,
Tad Hills,01/04/1963,,,,,,TRUE,
Sally Hogshead,,,,,,,TRUE,
Randall Munroe,,,,,,,FALSE,
Jean Reagan,,,,,,,FALSE,
Lilly Singh,26/09/1988,,,,,,TRUE,
Sy Montgomery,07/02/1958,,,,,,TRUE,
Caitlin Moran,,,,,,,TRUE,
Baratunde Thurston,,,,,,,FALSE,
Eleanor Davis,,,,,,,FALSE,
Anne Berest,15/09/1979,,,,,,TRUE,
Audrey Diwan,,,,,,,TRUE,
Caroline de Maigret,18/02/1975,,,,,,TRUE,
Sophie Mas,,,,,,,FALSE,
Zac Bissonnette,,,,,,,FALSE,
Adam Wallace,,,,,,,TRUE,
Andy Elkerton,,,,,,,FALSE,
Ray Kurzweil,12/02/1948,,,,,,TRUE,
Frank Ahearn,,,,,,,FALSE,
Eileen Horan,,,,,,,FALSE,
Adriana Mather,,,,,,,TRUE,
Jane Bryant Quinn,,,,,,,TRUE,
Charla Krupp,,,,,,,FALSE,
Julie Lythcott-Haims,,,,,,,TRUE,
Thomas C Foster,,,,,,,FALSE,
Tristan Gooley,,,,,,,FALSE,
Stan Hinden,,,,,,,FALSE,
The Skimm,,,,,,,FALSE,
Adele Faber,12/01/1928,,,Parenting,,,TRUE,
Elaine Mazlish,,,,,,,FALSE,
Fábio Moon,,,,,,,FALSE,
Gabriel Bá,,,,,,,FALSE,
Matthew Inman,,,,,,,FALSE,
the staff of Potter Style,,,,,,,FALSE,
Cressida Cowell,15/04/1966,,,,,,TRUE,
Katherine Center,04/03/1972,,,,,,TRUE,
Steven Johnson,29/11/1965,,,,,,TRUE,
Clayton M Christensen,,,,,,,FALSE,
James Allworth,,,,,,,FALSE,
Karen Dillon,,,,,,,FALSE,
Howard Stern,12/01/1954,,,,,,TRUE,
Laurelin Paige,,,,,,,FALSE,
Brandon Stanton,01/03/1984,,,,,,TRUE,
Jill Dembowski,,,,,,,FALSE,
Lynsay Sands,,,,Paranormal_romance; Romance_novel,,,TRUE,
Lisa Lillien,31/12/1965,,,,,,TRUE,
Kerri Maniscalco,,,,,,,FALSE,
Charles Todd,1868-05-28,,21/08/1942,,,,TRUE,
Neil Patel,,,,,,,TRUE,
Patrick Vlaskovits,,,,,,,TRUE,
Jonas Koffler,,,,,,,FALSE,
Allie Brosh,18/05/1985,,,,,,TRUE,
Vashti Harrison,,,,,,,TRUE,
by Lin-Manuel Miranda,,,,,,,FALSE,
Jeremy McCarter,,,,,,,FALSE,
Mariska Hargitay,23/01/1964,,,,,,TRUE,
Lin-Manuel MirandaJeremy McCarter,,,,,,,FALSE,
Maggie O'Farrell,27/05/1972,,,,,,TRUE,
Ell Potter,,,,,,,FALSE,
J. K. Rowling,31/07/1965,,,Crime_fiction; Fantasy_literature; Young_adult_fiction,,,TRUE,
Jim Dale,15/08/1935,,,,,,TRUE,
Stephen Fry,,,,,,,TRUE,
J.K. RowlingJack ThorneJohn Tiffany,,,,,,,FALSE,
Minalima,,,,,,,FALSE,
Gary Paulsen,17/05/1939,,13/10/2021,Adventure_novel; Young_adult_fiction,,,TRUE,
Peter Coyote,,,,,,,FALSE,
Angela Goethals,,,,,,,TRUE,
Todd BurpoLynn Vincent,,,,,,,FALSE,
Pierre Alex Jeanty,,,,,,,FALSE,
Robert Dugoni,,,,,,,FALSE,
Emily Sutton-Smith,,,,,,,FALSE,
Teresa Driscoll,,,,,,,FALSE,
Elizabeth Knowelden,,,,,,,FALSE,
Steve West,,,,,,,TRUE,
Robert Kolker,,,,,,,TRUE,
Tiffany Jenkins,,,,,,,TRUE,
J. D. Vance,02/08/1984,,,,,,TRUE,
J. D. Vance (Narrator,,,,,,,FALSE,
Mrs Hinch,,,,,,,FALSE,
Philip Pullman,19/10/1946,,,Fantasy_fiction,,,TRUE,
Louis Sachar,20/03/1954,,,Children's_fiction,,,TRUE,
Kerry Beyer,,,,,,,FALSE,
Rupi Kaur,04/10/1992,IN,,,,,TRUE,
by HARARI YUVAL NOAH,,,,,,,FALSE,
Mary Ellen Taylor,,,,,,,FALSE,
Megan Tusing,,,,,,,FALSE,
TJ Klune,20/05/1982,,,Fantasy; Romance_novel,,,TRUE,
by Greger,,,,,,,FALSE,
Michael Greger M.D. FACLMGene Stone,,,,,,,FALSE,
Michael Greger MD,,,,,,,FALSE,
Ibram X. Kendi,13/08/1982,,,,,,TRUE,
Walter Matthau,01/10/1920,,01/07/2000,,,,TRUE,
Jean ReaganLee Wildish,,,,,,,FALSE,
Adam WallaceAndy Elkerton,,,,,,,FALSE,
Andrew Aziz,,,,,,,FALSE,
Kevin Foley,01/11/1984,,,,,,TRUE,
Chris Abell,,,,,,,FALSE,
Dan Green,,,,,,,TRUE,
Catherine V Holmes,,,,,,,FALSE,
Dale Carnegie,1888-11-24,,01/11/1955,,,,TRUE,
Andrew MacMillan,,,,,,,FALSE,
Ph.D.,,,,Blue-eyed_soul; New_wave_music; Pop_rock; Synth-pop,,,TRUE,
by Ph.D.,,,,,,,FALSE,
Katie Stokes,,,,,,,FALSE,
M.Ed.,,,,,,,FALSE,
Kengo Hanazawa,,,,,,,TRUE,
Grace Byers,,,,,,,FALSE,
Susan Verde,,,,,,,FALSE,
Malala Yousafzai,12/07/1997,,,,,,TRUE,
Christina Lamb,15/05/1965,,,,,,TRUE,
Patricia McCormick,18/11/1929,,26/03/2013,,,,TRUE,
from texts  James Baldwin,,,,,,,FALSE,
Erika L Sánchez,,,,,,,FALSE,
Ozzy Osbourne,03/12/1948,,,,,,TRUE,
Chris Ayres,,,,,,,FALSE,
Carol Leonnig,,,,,,,FALSE,
Philip Rucker,,,,,,,FALSE,
Hopscotch Girls,,,,,,,FALSE,
Terry Hayes,16/08/1958,,,,,,TRUE,
Christopher Ragland,18/06/1984,,,,,,TRUE,
Caroline Jayne Church,,,,,,,FALSE,
Michael Oher,,,,,,,TRUE,
Kevin Hart,21/04/1927,,06/10/2016,,,,TRUE,
Neil Strauss,,,,,,,TRUE,
Francesco Marciuliano,,,,,,,TRUE,
Bilquis Sheikh,,,,,,,FALSE,
Richard H Schneider,,,,,,,FALSE,
Courtney Robertson,,,,,,,FALSE,
Deb Baer,,,,,,,FALSE,
Debbie Levy,,,,,,,FALSE,
Ray Lewis,,,,,,,TRUE,
Laurie Hernandez,09/06/2000,,,,,,TRUE,
The Betches,,,,,,,FALSE,
Shane Dawson,09/09/1993,,,,,,TRUE,
Charles Brandt,,,,,,,TRUE,
Barry Lyga,11/09/1971,,,Young_adult_fiction,,,TRUE,
Maya Angelou,,,,,,,FALSE,
Ken Langone,16/09/1935,,,,,,TRUE,
Amelia Hepworth,,,,,,,FALSE,
by Sandra Magsamen (Author,,,,,,,FALSE,
Illustrator),,,,,,,FALSE,
Parragon Books,,,,,,,TRUE,
Martin Short,26/03/1950,,,,,,TRUE,
David Kamp,,,,,,,FALSE,
Dawn McMillan,,,,,,,FALSE,
Hoda Kotb,09/08/1964,,,,,,TRUE,
Jane Lorenzini,,,,,,,FALSE,
Jen Lancaster,,,,,,,FALSE,
Nora Ephron,19/05/1941,,26/06/2012,,,,TRUE,
Julia Glass,23/03/1956,,,,,,TRUE,
Scott Adams,,,,,,,TRUE,
Fannie Flagg,21/09/1944,,,,,,TRUE,
Justin Halpern,03/09/1980,,,,,,TRUE,
Lauren Tarshis,,,,,,,FALSE,
Jon Klassen,29/11/1981,,,Animation; Children's_literature,,,TRUE,
Gayle Forman,05/06/1970,,,Children's_books; Novel; Young_adult_fiction,,,TRUE,
Erich Kempka,,,,,,,TRUE,
Ramit Sethi,,,,,,,FALSE,
M.H. Clark,,,,,,,FALSE,
Nancy Tillman,,,,,,,FALSE,
Michelle McNamara,14/04/1970,,21/04/2016,,,,TRUE,
Jandy Nelson,25/11/1965,,,Children's_books; Novels; Teenager,,,TRUE,
Grace Jones as told to Paul Morley,,,,,,,FALSE,
Wally Lamb,17/10/1950,,,,,,TRUE,
Luvvie Ajayi,,,,,,,FALSE,
Tig Notaro,24/03/1971,,,Observational_comedy,,,TRUE,
Chris Harris,,,,,,,TRUE,
Keith Hernandez,20/10/1953,,,,,,TRUE,
Shirley MacLaine,,,,,,,FALSE,
Maria Shriver,,,,,,,FALSE,
Mandy Hale,,,,,,,FALSE,
Hoda KotbSuzie Mason,,,,,,,FALSE,
edited  George Beahm,,,,,,,FALSE,
Joshua Hale Fialkov,,,,,,,TRUE,
Andrea Sorrentino,,,,,,,TRUE,
Sara Raasch,26/08/1989,,,Fantasy; Young-adult_literature,,,TRUE,
Paul Allen,06/01/1966,,,,,,TRUE,
Scott Turow,12/04/1949,US,,Fiction; Legal_thrillers,,,TRUE,
