,title,author,isbn13,isbn10,rank,rating,description,amazon_product_url,publisher,categories,year
10148,Why We Sleep: Unlocking the Power of Sleep and Dreams,by Matthew Walker PhD (Author),9781501144325,1501144324,1.0,4.7,,https://www.amazon.com/Why-We-Sleep-Unlocking-Dreams/dp/1501144316?tag=NYTBS-20,,"[""Books"",""Medical Books"",""Medicine""]",2018-06-19
10149,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,9780307476074,0307476073,2.0,4.5,"An account of the life-changing 1,100-mile solo hike along the Pacific Crest Trail in 1995. Originally published in 2012 and a 2014 movie.",https://www.amazon.com/Wild-Found-Pacific-Crest-Trail/dp/0307476073?tag=NYTBS-20,,"[""Books"",""Travel"",""United States""]",2013-03-26
10150,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed (Author);Bernadette Dunne (Narrator);Random House Audio (Publisher);0 more,9780307957658,0307957659,1.0,4.5,,,,"[""Books"",""Reference"",""Writing, Research & Publishing Guides"",""Writing"",""Travel""]",2012-03-20
10151,Win,Harlan Coben,9781538748244,153874824X,43.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2022-06-28
10152,Win,Harlan Coben (Author);Steven Weber (Narrator);Brilliance Audio (Publisher);0 more,,,5.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Private Investigators""]",
10153,Win (Windsor Horne Lockwood III Book 1),Harlan Coben,9781538748244,153874824X,34.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2022-06-28
10154,Win (Windsor Horne Lockwood III),Harlan Coben,9781538748244,153874824X,19.0,4.4,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2022-06-28
10155,Winter Garden,Kristin Hannah,9780312663155,0312663153,22.0,4.6,"After their father’s death, two sisters must cooperate to run his apple orchard and care for their difficult mother.",https://www.amazon.com/Winter-Garden-Kristin-Hannah/dp/0312364121?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2011-01-04
10156,"Winter of the World (The Century Trilogy, Book 2)",Ken Follett,9780230764866,023076486X,8.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2012-09-13
10157,Winter of the World: Book Two of the Century Trilogy,Ken Follett,9780230764866,023076486X,74.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2012-09-13
10158,Wish,Barbara O'Connor,9781250144058,1250144051,4.0,4.7,,https://www.amazon.com/Wish-Barbara-OConnor/dp/1250144051?tag=NYTBS-20,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",2017-08-29
10159,Without Fail (Jack Reacher),Lee Child,9781101052792,1101052791,68.0,4.6,,,,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]",2008-02-26
10160,"Without Fail: Jack Reacher, Book 6",Lee Child (Author);Dick Hill (Narrator);Random House Audio (Publisher);0 more,9780553397734,0553397737,20.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]",2014
10161,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,9780857201416,0857201417,9.0,4.3,,,,,2011-09-29
10162,Women Who Run With The Wolves: Contacting the Power of the Wild Woman (Classic Edition),Clarissa Pinkola Estes,9780679450979,0679450971,23.0,4.7,,,,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",1996-10
10163,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estes,9781846041099,1846041090,36.0,4.7,,,,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]",2008
10164,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estes,9781846041099,1846041090,16.0,4.7,,,,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]",2008
10165,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estes (Narrator);Clarissa Pinkola Estés (Author);Sounds True (Publisher);0 more,9780679450979,0679450971,12.0,4.7,,,,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality"",""Mental & Spiritual Healing""]",1996-10
10166,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,by Clarissa Pinkola Estés (Author),,0345409876,2.0,4.7,,,,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]",
10167,Wonder,R. J. Palacio,9781448119141,1448119146,3.0,4.8,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",2012-03-01
10168,Wonder,R. J. Palacio (Author);Diana Steele (Narrator);Nick Podehl (Narrator);Kate Rudd (Narrator);Brilliance Audio (Publisher);2 more,,,19.0,4.8,,,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Health"",""Diseases & Physical Illness""]",
10169,"Wool: Silo, #1; Wool, #1-5",Hugh Howey (Author);Amanda Sayle (Narrator);Audible Studios (Publisher);0 more,,,23.0,4.6,,,,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]",
10170,"Words of Radiance (The Stormlight Archive, Book 2) (The Stormlight Archive, 2)",Brandon Sanderson,9780765326362,0765326361,36.0,4.9,"The second book of the Stormlight Archive fantasy epic, set in the world of Roshar. ",https://www.amazon.com/Words-Radiance-The-Stormlight-Archive-ebook/dp/B00DA6YEKS?tag=NYTBS-20,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",2014-03-04
10171,"Words of Radiance: Book Two of the Stormlight Archive (The Stormlight Archive, 2)",Brandon Sanderson,9781473233300,1473233305,72.0,4.9,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",2022-04-14
10172,"Words of Radiance: The Stormlight Archive, Book 2",Brandon Sanderson (Author);Michael Kramer (Narrator);Kate Reading (Narrator);Macmillan Audio (Publisher);1 more,9781429949620,1429949627,3.0,4.9,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]",2014-03-04
10173,World Without End: A Novel (Kingsbridge),Ken Follett,9781447220022,1447220021,64.0,4.7,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2012-08-02
10174,"World of Eric Carle, Around the Farm Animal 30-Button Sound Book - Great for First Words - PI Kids",by Editors of Publications International (Editor);Eric Carle (Illustrator),,1450805752,1.0,4.8,,,,"[""Books"",""Children's Books"",""Activities, Crafts & Games""]",
10175,Wreck This Journal (Black) Expanded Edition,Keri Smith,9780399161940,0399161945,2.0,4.7,,,,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]",2012-08-07
10176,Wreck This Journal: Now in Color,Keri Smith,9780143131663,0143131664,1.0,4.7,,,,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]",2017-06-06
10177,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,9781419739033,1419739034,13.0,4.9,The travails and challenges of adolescence.,https://www.amazon.com/Diary-Wimpy-Kid-Hard-Luck/dp/1419711326?tag=NYTBS-20,,"[""Books"",""Children's Books"",""Growing Up & Facts of Life""]",2019-11-05
10178,Written in My Own Heart's Blood (Outlander),Diana Gabaldon,9780385344432,0385344430,42.0,4.8,"In the eighth Outlander time-traveling romance, Jamie Fraser and his family face challenges in the 18th and 20th centuries.",https://www.amazon.com/Written-Own-Hearts-Blood-Outlander-ebook/dp/B00C8S9W0G?tag=NYTBS-20,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2014-06-10
10179,Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,9780440246442,044024644X,32.0,4.8,,,,"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]",2014-06-10
10180,"Written in My Own Heart's Blood: Outlander, Book 8",Diana Gabaldon (Author);Davina Porter (Narrator);Recorded Books (Publisher);0 more,9780440246442,044024644X,4.0,4.8,,,,"[""Books"",""Romance"",""Historical"",""Scottish""]",2014-06-10
10181,Wuthering Heights,Emily Brontë,9781094311166,1094311162,18.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2019-08-28
10182,Wuthering Heights (Chiltern Classic),by Emily Bronte (Author),,1912714078,46.0,4.6,,,,"[""Books"",""Crafts, Hobbies & Home"",""Antiques & Collectibles""]",
10183,Wuthering Heights (Collins Classics),Emily Brontë,9780007373451,0007373457,24.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2010-04-22
10184,Wuthering Heights (Oxford World's Classics),Emily Brontë,9780191609190,0191609196,23.0,4.6,,,,"[""Books"",""Literature & Fiction"",""History & Criticism""]",2009-10-08
10185,Wuthering Heights (Penguin Classics),Emily Brontë,9780141439556,0141439556,17.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Genre Fiction""]",2002-12-31
10186,"Wuthering Heights Emily Bronte Classic Novel (Love, Loss and Vengeance, Required Literature), Ribbon Page Marker, Perfect for Gifting",by Emily Bronte (Author);Paper Mill Press (Author),,1926444256,85.0,4.6,,,,"[""Books"",""Literature & Fiction"",""Dramas & Plays""]",
10187,X,Sue Grafton,9780399163845,0399163840,1.0,,A variety of X’s lead Kinsey Millhone into deep secrets and a cold case.,https://www.amazon.com/X-Kinsey-Millhone-Book-24-ebook/dp/B00TY3ZKJA?tag=NYTBS-20,Marian Wood/Putnam,,2015
10188,"X 3-IN-1, VOL. 2",Clamp,9781421540429,1421540428,3.0,,"How do a young man with mental powers, the Seven Seals and the Seven Angels factor in to the end of the world?",https://www.amazon.com/Vol-Includes-vols-CLAMP/dp/1421540428?tag=NYTBS-20,,,2012-04-17
10189,X'ED OUT,Charles Burns,9780307379139,0307379132,1.0,,"Doug walks the fine line between dreams and reality, with no way to tell them apart. Head injuries tend to do that to a person.",https://www.amazon.com/Xed-Out-Charles-Burns/dp/0307379132?tag=NYTBS-20,,,2010-10-19
10190,"X-MEN OMNIBUS, VOL. 2",Roy Thomas;Gary Friedrich,9780785153078,0785153071,3.0,,This is a lavish collected edition of mutant adventures past that include new costumes for the X-Men and the death of Professor X. (He got better.),https://www.amazon.com/X-Men-Volume-Omnibus-Marvel/dp/0785153071?tag=NYTBS-20,,,2011-05-11
10191,X-MEN: AGE OF APOCALYPSE,Scott Lobdell;others,9781302378721,1302378724,1.0,,"This popular saga from 1995, about an alternate reality where Charles Xavier, founder of the X-Men, was killed, is collected in a giant 1072 page edition.",https://www.amazon.com/X-Men-The-Age-Apocalypse-Omnibus/dp/0785159827?tag=NYTBS-20,,,2014-12-17
10192,X-MEN: AGE OF X,Mike Carey;Clay Mann,9780785152897,078515289X,3.0,,Welcome to a world where Charles Xavier never formed his X-Men and mutants have been hunted to the point of extinction.,https://www.amazon.com/X-Men-Age-X-Mike-Carey/dp/078515289X?tag=NYTBS-20,,,2011-07-06
10193,X-MEN: BATTLE OF THE ATOM,Brian Michael Bendis;others,9780785189060,0785189068,1.0,,"Teams of X-Men from the past, present and future collide in this crossover, with nothing less than the destiny of all mutantkind hanging in the balance.",https://www.amazon.com/X-Men-Battle-Brian-Michael-Bendis/dp/0785189068?tag=NYTBS-20,,,2014-01-21
10194,X-MEN: DAYS OF FUTURE PAST,Chris Claremont;John Byrne,9780785164531,0785164537,1.0,,"The dark, futuristic tale that inspired the recent “X-Men” film is collected here, along with the first appearance of Alpha Flight.",https://www.amazon.com/X-Men-Days-Future-Chris-Claremont/dp/0785164537?tag=NYTBS-20,,,2011-12-21
10195,X-MEN: NO MORE HUMANS,Mike Carey;Salvador Larroca,9780785154020,0785154027,2.0,,What will the X-Men do when they find themselves living in a world where only mutants exist?,https://www.amazon.com/X-Men-More-Humans-Mike-Carey/dp/0785154027?tag=NYTBS-20,,,
10196,X-MEN: SCHISM,Jason Aaron;others,9780785156680,0785156682,1.0,,Cyclops and Wolverine are at odds over the future of the X-Men.,https://www.amazon.com/X-Men-Schism-Jason-Aaron/dp/0785156682?tag=NYTBS-20,,,2012-01-11
10197,X-MEN: SECOND COMING,Mike Carey,9780785157052,0785157050,4.0,,Will the mutant named Hope be the rescue or damnation of mutant kind? There may not be time to learn the answer as the X-Men try to save her from eradication.,https://www.amazon.com/X-Men-Second-Coming-Christopher-Yost/dp/0785157050?tag=NYTBS-20,,,2011-06-22
10198,X-MEN: SECOND COMING,various,9780785146780,0785146784,3.0,,Will the mutant named Hope be the rescue or damnation of mutant kind? There may not be time to learn the answer as the X-Men try to save her from eradication.,https://www.amazon.com/X-Men-Second-Coming-Zeb-Wells/dp/0785146784?tag=NYTBS-20,,,2010
10199,XO,Jeffery Deaver,9781439156384,1439156387,15.0,,Kathryn Dance of the California Bureau of Investigation must protect a country-pop singer from a dangerous stalker.,http://www.amazon.com/XO-A-Kathryn-Dance-Novel-ebook/dp/B0061QAZY8?tag=NYTBS-20,Simon & Schuster,,2012-12-26
10200,"XXXHOLIC REI, VOL. 2",Clamp,9781612625843,1612625843,4.0,,"The adventures of Kimiharo Watanuki and Yuko, the wish granting witch, continue.",https://www.amazon.com/XXXHOLIC-REI-2-Clamp/dp/1612625843?tag=NYTBS-20,,,2014-11-25
10201,"XXXHOLIC, VOL. 15",Clamp,9780345521125,0345521129,2.0,,Kimihiro is having disturbing dream of the witch Yûko vanishing forever.,https://www.amazon.com/xxxHolic-Vol-15-Clamp/dp/0345521129?tag=NYTBS-20,,,2004
10202,"XXXHOLIC, VOL. 16",Clamp,9780345524126,0345524128,5.0,,"Troubled by spirits that only he can see, Watanuki Kimiharo strikes a Faustian bargain with an alluring witch to get rid of them.",https://www.amazon.com/xxxHolic-Vol-16-CLAMP/dp/0345524128?tag=NYTBS-20,,,2010
10203,"XXXHOLIC, VOL. 17",Clamp,9780345530714,0345530713,3.0,,"Troubled by spirits that only he can see, Watanuki Kimiharo strikes a Faustian bargain with an alluring witch to get rid of them.",https://www.amazon.com/xxxHOLiC-Vol-17-CLAMP/dp/0345530713?tag=NYTBS-20,,,2004
10204,"XXXHOLIC, VOL. 18",Clamp,9780345530721,0345530721,3.0,,"Troubled by spirits that only he can see, Watanuki Kimiharo strikes a Faustian bargain with an alluring witch to get rid of them.",https://www.amazon.com/xxxHOLiC-Vol-18-CLAMP/dp/0345530721?tag=NYTBS-20,,,2004
10205,"XXXHOLIC, VOL. 19",Clamp,9780345531261,0345531264,2.0,,"Troubled by spirits that only he can see, Watanuki Kimiharo strikes a Faustian bargain with an alluring witch to get rid of them.",https://www.amazon.com/xxxHolic-Vol-19-CLAMP/dp/0345531264?tag=NYTBS-20,,,
10206,Xanathar's Guide to Everything (Dungeons & Dragons),Wizards RPG Team,9780786962457,0786962453,8.0,4.9,,,,"[""Books"",""Literature & Fiction"",""Action & Adventure""]",2012
10207,Y IS FOR YESTERDAY,Sue Grafton,9780399163852,0399163859,1.0,,The 25th Kinsey Millhone mystery novel. A former student from an elite private school is released from prison and a sociopath returns to haunt the detective.,https://www.amazon.com/Y-Yesterday-Kinsey-Millhone-Novel-ebook/dp/B01MUBJLNC?tag=NYTBS-20,Marian Wood/Putnam,,2017
10208,"Y THE LAST MAN, BOOK 5",Brian K Vaughan;Pia Guerra,9781401230517,1401230512,1.0,,"The story of Yorick Brown, the only survivor of a global plague that kills all other men, concludes.",https://www.amazon.com/The-Last-Book-Deluxe-Edition/dp/1401230512?tag=NYTBS-20,,,
10209,"Y THE LAST MAN: DELUXE, VOL. 3",Brian K Vaughan;Pia Guerra,9781401225780,1401225780,4.0,,"Yorick’s sister, Hero, tracks him down to San Francisco and Yorick’s monkey, Ampersand, winds up in Japan. Does he hold the key to mankind’s salvation?",https://www.amazon.com/The-Last-Book-Deluxe-Edition/dp/1401225780?tag=NYTBS-20,,,
10210,"Y: THE LAST MAN - DELUXE EDITION, BOOK 4",Brian K Vaughan;Pia Guerra,9781401228880,1401228887,2.0,,"Road trip: Yorick travels from Australia to Japan to find his monkey, Ampersand, and the answer to what caused the plague that killed all the other men on the planet.",https://www.amazon.com/The-Last-Book-Deluxe-Edition/dp/1401228887?tag=NYTBS-20,,,
10211,YEAR OF YES,Shonda Rhimes,9781476777092,1476777098,3.0,,,https://www.amazon.com/Year-Yes-Dance-Stand-Person/dp/1476777098?tag=NYTBS-20,,,2015-11-10
10212,YEAR ONE,Nora Roberts,9781250122957,1250122953,3.0,,"When a pandemic strikes and the world spins into chaos, several travelers head west to find a new life.",https://www.amazon.com/Year-One-Chronicles-Book/dp/1250122953?tag=NYTBS-20,St. Martin's,,2017-12-05
10213,YES PLEASE,Amy Poehler,9780062268341,0062268341,1.0,,"A humorous miscellany from the comedian and actress, the “S.N.L.” alumna and star of “Parks and Recreation.”",https://www.amazon.com/Yes-Please-Amy-Poehler/dp/0062268341?tag=NYTBS-20,,,2014-10-28
10214,YES WE (STILL) CAN,Dan Pfeiffer,9781538711712,1538711710,2.0,,The former White House communications director prescribes a way forward for Democrats.,https://www.amazon.com/Yes-We-Still-Can-Politics/dp/1538711710?tag=NYTBS-20,,,2018-06-19
10215,YES!,Daniel Bryan;Craig Tello,9781250067883,125006788X,5.0,,,https://www.amazon.com/Yes-Improbable-Journey-Event-WrestleMania-ebook/dp/B00S59DUUU?tag=NYTBS-20,,,2015-07-21
10216,YES! ENERGY,Loral Langemeier,9781401936471,1401936474,4.0,,The author shares her story and advice for achieving spiritual calm and financial freedom.,https://www.amazon.com/Yes-Energy-Equation-Less-Make/dp/1401936474?tag=NYTBS-20,,,2012
10217,"YONA OF THE DAWN, VOL. 1",Mizuho Kusanagi,9781421587813,1421587815,5.0,,Princess Yona enjoys a tranquil life of luxury until the day her father is murdered and she is forced to flee the royal palace for her own safety.,https://www.amazon.com/Yona-Dawn-Vol-Mizuho-Kusanagi/dp/1421587815?tag=NYTBS-20,,,2016-08-02
10218,"YONA OF THE DAWN, VOL. 2",Mizuho Kusanagi,9781421587837,1421587831,1.0,,Princess Yona is forced to flee the royal palace for her own safety with her faithful guard Hak.,https://www.amazon.com/Yona-Dawn-Vol-Mizuho-Kusanagi/dp/1421587831?tag=NYTBS-20,,,2016-10-04
10219,"YOTSUBA AND &!, VOL. 9",Kiyohiko Azuma,9780316126793,0316126799,3.0,,"This series is about an incredibly positive young girl named Yotsuba. In this volume, she goes to the store with Dad and thinks about learning to fly.",https://www.amazon.com/Yotsuba-Vol-9-Kiyohiko-Azuma/dp/0316126799?tag=NYTBS-20,,,2010-12-21
10220,"YOTSUBA&!, VOL. 10",Kiyohiko Azuma,9780316190336,0316190330,3.0,,"This series is about an incredibly positive young girl named Yotsuba. In this volume, she plays hide-and-seek with her father.",https://www.amazon.com/Yotsuba-Vol-10-Kiyohiko-Azuma/dp/0316190330?tag=NYTBS-20,,,2011-10-25
